id,file,key_or_location,locale,surfaces_and_states,original,final,coverage_status,slop_finding,pattern_and_reason,repair,no_slop_verdict,exception_reason,verification_evidence
"purchasing:ar","src/content/index.ts","nodes.purchasing","ar","Workflow and demo diagrams","المشتريات","المشتريات","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers:en","src/content/index.ts","nodes.customers","en","Workflow and demo diagrams","Customers","Customers","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"customers:ar","src/content/index.ts","nodes.customers","ar","Workflow and demo diagrams","العملاء","العملاء","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"finance:en","src/content/index.ts","nodes.finance","en","Workflow and demo diagrams","Finance","Finance","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"finance:ar","src/content/index.ts","nodes.finance","ar","Workflow and demo diagrams","المالية","المالية","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"receive:en","src/content/index.ts","flow.receive","en","Inventory diagram","Receive","Receive","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"receive:ar","src/content/index.ts","flow.receive","ar","Inventory diagram","استلام","استلام","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"reserve:en","src/content/index.ts","flow.reserve","en","Inventory diagram","Reserve","Reserve","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"reserve:ar","src/content/index.ts","flow.reserve","ar","Inventory diagram","حجز","حجز","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"sell:en","src/content/index.ts","flow.sell","en","Inventory diagram","Sell","Sell","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"sell:ar","src/content/index.ts","flow.sell","ar","Inventory diagram","بيع","بيع","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"assemble:en","src/content/index.ts","flow.assemble","en","Inventory diagram","Assemble","Assemble","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"assemble:ar","src/content/index.ts","flow.assemble","ar","Inventory diagram","تجميع","تجميع","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"publish:en","src/content/index.ts","workflowNames.publish","en","Connected workflow key","Publish","Publish","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"publish:ar","src/content/index.ts","workflowNames.publish","ar","Connected workflow key","نشر","نشر","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"sell-step:en","src/content/index.ts","workflowNames.sell-step","en","Connected workflow key","Sell","Sell","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"sell-step:ar","src/content/index.ts","workflowNames.sell-step","ar","Connected workflow key","بيع","بيع","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"reserve-step:en","src/content/index.ts","workflowNames.reserve-step","en","Connected workflow key","Reserve","Reserve","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"reserve-step:ar","src/content/index.ts","workflowNames.reserve-step","ar","Connected workflow key","حجز","حجز","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"replenish:en","src/content/index.ts","workflowNames.replenish","en","Connected workflow key","Replenish","Replenish","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"replenish:ar","src/content/index.ts","workflowNames.replenish","ar","Connected workflow key","تجديد","تجديد","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"understand-step:en","src/content/index.ts","workflowNames.understand-step","en","Connected workflow key","Understand","Understand","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"understand-step:ar","src/content/index.ts","workflowNames.understand-step","ar","Connected workflow key","فهم الأرقام","فهم الأرقام","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-equivalent:en","src/content/index.ts","diagramCopy.inventoryEquivalent","en","Inventory diagram caption","Receive into a Store ledger, reserve for orders, consume on sale, and assemble components into finished stock.","Receive into a Store ledger, reserve for orders, consume on sale, and assemble components into finished stock.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"inventory-equivalent:ar","src/content/index.ts","diagramCopy.inventoryEquivalent","ar","Inventory diagram caption","سجّل الاستلام في دفتر مخزون المتجر، واحجز للطلبات، واستهلك عند البيع، واجمع المكونات في مخزون نهائي.","سجّل الاستلام في دفتر مخزون المتجر، واحجز للطلبات، واستهلك عند البيع، واجمع المكونات في مخزون نهائي.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalogue-visual:en","src/content/index.ts","diagramCopy.catalogSurfaces.catalogue-visual","en","Catalog diagram","Catalog","Catalog","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"catalogue-visual:ar","src/content/index.ts","diagramCopy.catalogSurfaces.catalogue-visual","ar","Catalog diagram","الكتالوج","الكتالوج","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"variants-visual:en","src/content/index.ts","diagramCopy.catalogSurfaces.variants-visual","en","Catalog diagram","Variants","Variants","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
